Listening to port 4567
Connected!!!
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 0.002, Point acc = 0.2, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.9209, Point acc = -6.72965, Ref Vel = 10.1943
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3753.73, other_car_s : 3785.75
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 21.7778, sensor_car_s_speed * 0.7 : 10.3826
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.0547, Point acc = -6.55132, Ref Vel = 10.3826
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3753.73, other_car_s : 3785.75
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.3826, sensor_car_s_speed * 0.7 : 10.3826
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.9217, Point acc = -6.42631, Ref Vel = 10.3826
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3753.73, other_car_s : 3785.75
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.3826, sensor_car_s_speed * 0.7 : 10.3826
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.7912, Point acc = -6.29819, Ref Vel = 10.3826
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3753.73, other_car_s : 3785.75
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.3826, sensor_car_s_speed * 0.7 : 10.3826
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.6632, Point acc = -6.17247, Ref Vel = 10.3826
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3753.73, other_car_s : 3785.75
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.3826, sensor_car_s_speed * 0.7 : 10.3826
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.5378, Point acc = -6.04922, Ref Vel = 10.3826
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3753.73, other_car_s : 3785.75
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.3826, sensor_car_s_speed * 0.7 : 10.3826
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.4148, Point acc = -5.9284, Ref Vel = 10.3826
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3753.73, other_car_s : 3785.75
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.3826, sensor_car_s_speed * 0.7 : 10.3826
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.2942, Point acc = -5.80994, Ref Vel = 10.3826
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3755.84, other_car_s : 3787.54
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 21.7778, sensor_car_s_speed * 0.7 : 10.5325
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.7912, Point acc = -6.06612, Ref Vel = 10.5325
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3755.84, other_car_s : 3787.54
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.5325, sensor_car_s_speed * 0.7 : 10.5325
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.6679, Point acc = -5.9422, Ref Vel = 10.5325
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3755.84, other_car_s : 3787.54
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.5325, sensor_car_s_speed * 0.7 : 10.5325
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.547, Point acc = -5.82511, Ref Vel = 10.5325
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3755.84, other_car_s : 3787.54
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.5325, sensor_car_s_speed * 0.7 : 10.5325
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.4285, Point acc = -5.71038, Ref Vel = 10.5325
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3755.84, other_car_s : 3787.54
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.5325, sensor_car_s_speed * 0.7 : 10.5325
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.3123, Point acc = -5.59787, Ref Vel = 10.5325
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3755.84, other_car_s : 3787.54
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.5325, sensor_car_s_speed * 0.7 : 10.5325
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.1983, Point acc = -5.48753, Ref Vel = 10.5325
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3758.31, other_car_s : 3789.66
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 21.7778, sensor_car_s_speed * 0.7 : 10.6952
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.9217, Point acc = -5.94614, Ref Vel = 10.6952
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3758.31, other_car_s : 3789.66
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.6952, sensor_car_s_speed * 0.7 : 10.6952
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.8008, Point acc = -5.82176, Ref Vel = 10.6952
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3758.31, other_car_s : 3789.66
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.6952, sensor_car_s_speed * 0.7 : 10.6952
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.6823, Point acc = -5.7087, Ref Vel = 10.6952
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3758.31, other_car_s : 3789.66
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.6952, sensor_car_s_speed * 0.7 : 10.6952
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.5662, Point acc = -5.59796, Ref Vel = 10.6952
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3758.31, other_car_s : 3789.66
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.6952, sensor_car_s_speed * 0.7 : 10.6952
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.4522, Point acc = -5.48934, Ref Vel = 10.6952
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3758.31, other_car_s : 3789.66
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.6952, sensor_car_s_speed * 0.7 : 10.6952
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.3404, Point acc = -5.38279, Ref Vel = 10.6952
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3758.31, other_car_s : 3789.66
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.6952, sensor_car_s_speed * 0.7 : 10.6952
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.2308, Point acc = -5.27827, Ref Vel = 10.6952
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3760.08, other_car_s : 3791.2
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 21.7778, sensor_car_s_speed * 0.7 : 10.8038
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.5662, Point acc = -5.44117, Ref Vel = 10.8038
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3760.08, other_car_s : 3791.2
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.8038, sensor_car_s_speed * 0.7 : 10.8038
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.4554, Point acc = -5.33364, Ref Vel = 10.8038
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3760.08, other_car_s : 3791.2
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.8038, sensor_car_s_speed * 0.7 : 10.8038
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.3467, Point acc = -5.23106, Ref Vel = 10.8038
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3760.08, other_car_s : 3791.2
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.8038, sensor_car_s_speed * 0.7 : 10.8038
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.2401, Point acc = -5.13047, Ref Vel = 10.8038
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3760.08, other_car_s : 3791.2
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.8038, sensor_car_s_speed * 0.7 : 10.8038
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.1354, Point acc = -5.03178, Ref Vel = 10.8038
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3762.18, other_car_s : 3793.06
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 21.7778, sensor_car_s_speed * 0.7 : 10.9263
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.6823, Point acc = -5.37642, Ref Vel = 10.9263
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3762.18, other_car_s : 3793.06
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.9263, sensor_car_s_speed * 0.7 : 10.9263
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.5728, Point acc = -5.26803, Ref Vel = 10.9263
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3762.18, other_car_s : 3793.06
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.9263, sensor_car_s_speed * 0.7 : 10.9263
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.4655, Point acc = -5.16779, Ref Vel = 10.9263
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3762.18, other_car_s : 3793.06
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.9263, sensor_car_s_speed * 0.7 : 10.9263
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.3601, Point acc = -5.06953, Ref Vel = 10.9263
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3762.18, other_car_s : 3793.06
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.9263, sensor_car_s_speed * 0.7 : 10.9263
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.2567, Point acc = -4.9731, Ref Vel = 10.9263
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3762.18, other_car_s : 3793.06
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.9263, sensor_car_s_speed * 0.7 : 10.9263
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.1553, Point acc = -4.87848, Ref Vel = 10.9263
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3764.27, other_car_s : 3794.94
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 21.7778, sensor_car_s_speed * 0.7 : 11.0408
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.5728, Point acc = -5.10968, Ref Vel = 11.0408
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3764.27, other_car_s : 3794.94
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 11.0408, sensor_car_s_speed * 0.7 : 11.0408
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.4686, Point acc = -5.01048, Ref Vel = 11.0408
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3764.27, other_car_s : 3794.94
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 11.0408, sensor_car_s_speed * 0.7 : 11.0408
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.3664, Point acc = -4.91611, Ref Vel = 11.0408
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3764.27, other_car_s : 3794.94
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 11.0408, sensor_car_s_speed * 0.7 : 11.0408
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.2661, Point acc = -4.82353, Ref Vel = 11.0408
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3764.27, other_car_s : 3794.94
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 11.0408, sensor_car_s_speed * 0.7 : 11.0408
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.1676, Point acc = -4.73267, Ref Vel = 11.0408
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3764.27, other_car_s : 3794.94
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 11.0408, sensor_car_s_speed * 0.7 : 11.0408
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.071, Point acc = -4.64348, Ref Vel = 11.0408
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3766, other_car_s : 3796.53
